Ensembl ID,Entrez ID,Control Gene Expression,Cancer Gene Expression,Average Intron Length,Average Exon Length
ENSG00000171102,29989,0.517241379,1.111111111,2227.333333,679.6666667
ENSG00000175164,28,288.137931,290.2777778,9278.5,1512.5
ENSG00000148296,6838,1100.724138,1303.166667,6358,2317
ENSG00000148297,6837,809.137931,737.0833333,4563.5,2654.5
ENSG00000148290,6834,758.4482759,767,7318,1037
ENSG00000148248,6836,4595.310345,4862.888889,3333.833333,3040.666667
ENSG00000148300,57109,717.5862069,860.0277778,4914.25,2160
ENSG00000160326,11182,440.2758621,503.6388889,1944,2219.25
ENSG00000187616,389827,0.517241379,0.833333333,19086,818
ENSG00000196990,642968,9.206896552,4.111111111,1402,1131
ENSG00000123453,1757,114.6551724,62.13888889,22250,3054.8
ENSG00000160293,7410,717.862069,1012.583333,81173,3871
ENSG00000169925,8019,1691.931034,1707.722222,31020,4079
ENSG00000085265,2219,920.4482759,127.8333333,14186,1283
ENSG00000160345,138162,85.06896552,170.1666667,2706.666667,892.3333333
ENSG00000204007,360203,0,0,28718,1526
ENSG00000165643,402381,0.379310345,1.722222222,4421,1699
ENSG00000130559,157922,851.7931034,1227.888889,52710,7488
ENSG00000130560,10422,1021.724138,1099.194444,53090,1867
ENSG00000148411,138151,1538.413793,547.0555556,82322.5,6426.5
ENSG00000238227,90120,905.1724138,936.3333333,1004,2660.333333
ENSG00000107187,8022,0.655172414,0.611111111,3666.666667,2624.333333
ENSG00000165661,169714,621.1724138,740.4444444,69958,4527
ENSG00000262075,26102,0,0,0,4782
ENSG00000213221,728489,12.37931034,10.47222222,1164,748
ENSG00000187796,64170,261.5172414,383.2222222,1930.2,1860.6
ENSG00000165684,6621,733.0689655,956.0833333,36422,4650
ENSG00000165689,10807,926.1034483,1376.388889,4274.333333,2283
ENSG00000148384,56623,670.6896552,802.25,7811.5,3378.5
ENSG00000148396,9919,3063,3362.027778,844.25,4677.166667
ENSG00000148400,4851,2935.448276,2179.805556,24722,6507
ENSG00000169692,10555,1143.724138,1456.194444,12817,1500
ENSG00000187922,414332,41.68965517,2.027777778,1773.833333,1991.666667
ENSG00000267206,158062,14.31034483,0.722222222,2396,863
ENSG00000204001,138307,4.655172414,1.305555556,656.3333333,978.3333333
ENSG00000177984,389812,0.862068966,17.13888889,8236,762
ENSG00000107223,8721,4334.689655,5158.666667,2165.333333,543
ENSG00000159069,54461,2379.655172,2063,556.25,2300
ENSG00000169583,9022,167.7241379,310.2222222,2304,813
ENSG00000107331,20,1457.482759,1166.583333,1595,5640.222222
ENSG00000180549,2529,53.68965517,16.80555556,506,2414
ENSG00000107281,56654,2457.689655,1460.694444,3838,1864
ENSG00000054179,954,60.68965517,73.52777778,1000.5,1650.25
ENSG00000186193,89958,153.3793103,719.1944444,9234,3833
ENSG00000268996,100289341,11.17241379,8.555555556,0,1872
ENSG00000176978,29952,2757.344828,2637.555556,1624.5,1155.5
ENSG00000184709,389816,4.24137931,5.333333333,170,1195
ENSG00000176248,29882,1478.551724,1342.277778,3710.333333,2274
ENSG00000176058,286262,572.862069,588.6944444,6422,2673
ENSG00000187713,94107,534.6206897,597.4166667,0,1556
ENSG00000212864,727800,120.4137931,186.4722222,0,1077
ENSG00000188163,401565,11.27586207,10.88888889,6124,1124
ENSG00000198435,441478,1162.103448,1133.194444,0,2621
ENSG00000187609,54932,740.3448276,523.3611111,12476.71429,1924
ENSG00000188833,377841,19.79310345,29.41666667,2858.666667,1848.666667
ENSG00000165802,26012,1213.448276,1190.527778,1390.555556,3354.888889
ENSG00000130653,375775,537.7931034,192.4444444,21669,4512.2
ENSG00000148399,92715,791.8275862,1021.333333,1557,1287.285714
ENSG00000165724,116225,516.137931,934.4444444,14074,1370
ENSG00000015171,10771,3050.37931,2916.083333,15705.1,3534
ENSG00000180525,414235,46.68965517,27.02777778,6517.5,2383
ENSG00000107937,23560,2006.517241,3132.305556,17755,2520.666667
ENSG00000047056,22884,701.0344828,751.8611111,21530.16667,4503.166667
ENSG00000067057,5214,2553.724138,3679.138889,14461.83333,2438.666667
ENSG00000165568,83592,61.20689655,141.7777778,5594.857143,1492
ENSG00000187134,1645,2449.724138,5756.138889,32217.33333,1589.333333
ENSG00000196139,8644,3872.448276,8038.472222,31034.8,1219
ENSG00000198610,1109,8.137931034,18.80555556,41842,1192
ENSG00000178473,114131,0.413793103,33.61111111,16968,710
ENSG00000173848,10276,4842.689655,7166.583333,12769.5,3904.25
ENSG00000178363,810,34.72413793,1909.888889,0,1302
ENSG00000108021,54906,1406.310345,2101.138889,49216.5,6719.5
ENSG00000134452,84893,2385.344828,2667.527778,20965.75,3662.25
ENSG00000134453,84991,3271.344828,4456.111111,8426.666667,3414.666667
ENSG00000170525,5209,3025.344828,2773.972222,10569.22222,3695.222222
ENSG00000151655,3698,11.79310345,28.86111111,86118,3189
ENSG00000165629,509,3418.241379,5626.166667,5824,1030.4
ENSG00000165632,83860,915.5517241,736.3333333,386504,3298
ENSG00000107485,2625,5522.62069,10761.11111,17429.5,3068.5
ENSG00000048740,10659,2068.034483,454.6944444,36170.46154,4749.615385
ENSG00000134463,79746,135.2068966,98.5,19997,1713
ENSG00000148426,254427,259.4827586,389.8611111,91094,3333
ENSG00000181192,55526,1044.310345,1475.805556,98190,5217
ENSG00000065665,55176,281.2758621,459.6944444,14264.2,2336.2
ENSG00000151465,8872,1461.862069,2335.194444,36169,1411
ENSG00000183049,57118,1345.793103,1440.388889,476372,1981
ENSG00000123240,10133,3092.310345,3092.833333,11556.33333,3519.5
ENSG00000065328,55388,74.24137931,528.2777778,29970.66667,4579
ENSG00000165630,8559,210.862069,258.3055556,54859.5,1567.5
ENSG00000187522,51182,705.3793103,1018.083333,8927,2975.75
ENSG00000152455,79723,210.1724138,392.4166667,7543.333333,2904.5
ENSG00000197889,644890,5.724137931,7.944444444,25576,625
ENSG00000152463,55301,2.75862069,2.083333333,28202.5,1754.5
ENSG00000152464,10557,430.6206897,657.6388889,2858.25,1421
ENSG00000165983,9317,668.1724138,785.9166667,29324.6,3637.2
ENSG00000026025,7431,35560.41379,11230.16667,14398,2136
ENSG00000136738,8027,679.1034483,850.9722222,29193.66667,3533
ENSG00000148483,653567,7.724137931,2.888888889,16888.25,5326
ENSG00000260314,4360,0,0,64405,5150
ENSG00000148482,221074,2.724137931,1.027777778,44437.5,2692.75
ENSG00000165995,783,366.3793103,53.97222222,31410.17647,3444.764706
ENSG00000165997,221079,1261.413793,1741.5,30078,3589
ENSG00000120594,84898,833.5172414,580.9166667,198895.6667,2132
ENSG00000078403,8028,1148.689655,1342.777778,6789.307692,2566.615385
ENSG00000148444,23412,267.6896552,446.2777778,5986,942
ENSG00000269897,100532731,0,0,23430,3388
ENSG00000168283,648,990.862069,1239.138889,13692,3430
ENSG00000077327,9576,4.24137931,8.361111111,19719.6,2531.2
ENSG00000165309,219681,1.413793103,2.388888889,27713.25,2586.5
ENSG00000148450,22921,699.4137931,607.7777778,49410,1811
ENSG00000168267,256297,0.068965517,0.027777778,778,1333
ENSG00000165312,220213,755.9655172,565.6944444,0,3113
ENSG00000120549,56243,2610.965517,3899.5,70590.58333,5124.5
ENSG00000185875,79896,157.5172414,248.5277778,12632,3770
ENSG00000151025,57512,12.17241379,94.88888889,211716.5,5725.5
ENSG00000095777,53904,9.206896552,102.0277778,72140.8,3806.2
ENSG00000136750,2572,0.103448276,0.638888889,29126.33333,2104
ENSG00000077420,54518,925.7241379,302.4722222,62943.66667,2072.333333
ENSG00000148459,23590,146.7241379,294.5833333,19615.66667,1325
ENSG00000120539,84930,354.1034483,738.1944444,14271.25,3560.5
ENSG00000099246,22931,2377.965517,3005.972222,11030.66667,4952
ENSG00000095787,51322,4484.724138,5133.5,28138.16667,4776.666667
ENSG00000095739,25805,1141.482759,2357.194444,7442,1724
ENSG00000120563,84569,0,0.166666667,42714,812
ENSG00000107968,1326,1919.931034,1017.055556,15098,2771
ENSG00000148516,6935,1950.034483,580.5833333,23946.58824,4042.529412
ENSG00000216937,79741,73.55172414,97.08333333,91661,2371.2
ENSG00000095794,1390,1355.448276,624.3611111,2032.757576,1940.363636
ENSG00000108100,219771,1937.931034,1828.138889,92031.33333,3906.5
ENSG00000177291,219770,0.551724138,0.5,3892,1580
ENSG00000148513,91074,0.379310345,0.277777778,101897,4370.5
ENSG00000189180,7581,1838.137931,2579.25,6196.923077,5798.692308
ENSG00000075407,7587,1017.275862,930.5555556,14816.66667,6711.666667
ENSG00000165733,9790,1466.344828,1817.305556,88768,8048
ENSG00000165731,5979,63.65517241,50,21828.66667,4384.666667
ENSG00000169826,55454,1543.344828,905.5555556,32746,2621.5
ENSG00000150201,53828,74.75862069,192.1388889,7842,771
ENSG00000243660,642819,219.3448276,189.6388889,87886,1491
ENSG00000198298,220992,76.31034483,146.3333333,9554.5,1943.5
ENSG00000187783,643236,0.068965517,0.138888889,22827.5,1051.5
ENSG00000107551,83937,1343.275862,760.4166667,7059.833333,2651.5
ENSG00000165512,7570,814.8965517,790.5555556,4602,2204
ENSG00000012779,240,4016.172414,3703.472222,34779,2406.75
ENSG00000172661,253725,737.1034483,751.75,8979.666667,3603.5
ENSG00000204175,9721,102.8275862,212.8611111,10400,1823
ENSG00000204174,5540,1.482758621,1.861111111,2909,1878
ENSG00000204172,642517,35.03448276,40.08333333,13470.6,3526.8
ENSG00000265190,653145,0,0,741.7142857,1621.928571
ENSG00000265763,118738,0,0,30564,3496
ENSG00000107643,5599,907.9655172,1093.444444,19870,1431.125
ENSG00000128815,57705,776.6206897,198.1944444,17130,3796.2
ENSG00000177354,118461,0.896551724,1.055555556,46130,5286
ENSG00000070748,1103,0.24137931,0.055555556,21915.5,2248.833333
ENSG00000187714,6572,1.310344828,0.333333333,0,2420
ENSG00000178645,282966,0.068965517,0,14356.33333,1299
ENSG00000263639,4477,0,0,12524,442
ENSG00000266412,8031,0,0,4706.714286,3497.714286
ENSG00000204149,414189,696.3448276,723.5833333,38820,2772
ENSG00000099290,387680,671.7931034,663.5833333,30848.75,4262.75
ENSG00000204147,653308,97.86206897,136.1111111,14202.5,675.5
ENSG00000185532,5592,651.2068966,141.9722222,144305,4272.4
ENSG00000107984,22943,976.0344828,957.5277778,3144,1805
ENSG00000249860,100463289,0,0,0,1738
ENSG00000122873,55847,610.7931034,675.4444444,11264,1972.5
ENSG00000072401,7321,641.2413793,824.4444444,33136,2639
ENSG00000108064,7019,1109.517241,1414.583333,5889.333333,5292.333333
ENSG00000122870,80114,518.7931034,241.5555556,165920,2466.5
ENSG00000165443,84457,10.93103448,29.27777778,44851.66667,3537
ENSG00000170312,983,329.7241379,1547.833333,3562.166667,2223.833333
ENSG00000183346,219621,35.13793103,9.472222222,204242,1252
ENSG00000150347,84159,4606.37931,2050.277778,63052.66667,5502
ENSG00000138311,22891,85.62068966,162.75,18374,2896.222222
ENSG00000181915,84890,799.3793103,756.5833333,0,3724
ENSG00000148572,29982,594.0689655,681.8888889,19926.5,1853.5
ENSG00000165476,221035,2005.482759,1875,87938.5,2914.5
ENSG00000198739,347731,4.862068966,7.416666667,84900,4011
ENSG00000096717,23411,967.4482759,698.5277778,13309.5,3722.25
ENSG00000138347,84665,4.310344828,9.083333333,17209.66667,4593.444444
ENSG00000096746,3189,5230.275862,5347.166667,2408.4,2524.4
ENSG00000138336,80312,60.62068966,243.3611111,62447,4911.5
ENSG00000060339,55749,3867.103448,4446.833333,14309,2925.875
ENSG00000165730,219736,65.65517241,80.13888889,24789.6,2401.4
ENSG00000107625,79009,1403.793103,1317.972222,27381.5,2276
ENSG00000165732,9188,4610.206897,5366.638889,24017,4771.5
ENSG00000198954,26128,825.5517241,826.7222222,51436,2545
ENSG00000122862,5552,6834.344828,2657.472222,15560,1180
ENSG00000122958,9559,2017.758621,2309.916667,22977.5,2672.75
ENSG00000156502,6832,673.7241379,829.6111111,26315.5,2541.5
ENSG00000156510,80201,15.75862069,33.77777778,17348.66667,2878.666667
ENSG00000156515,3098,4683.344828,4531.944444,19087.875,3212.25
ENSG00000099282,23555,1529.310345,1457.083333,108998,1699
ENSG00000171224,219738,91.37931034,236.3611111,4554,1076
ENSG00000197467,1305,378.137931,99.94444444,25700.58333,2996.5
ENSG00000099284,55506,751.3103448,1092.25,115010,2179
ENSG00000148730,1979,4741.37931,3639.972222,33966,7531
ENSG00000107719,27143,541.0344828,358.7222222,55693,3564
ENSG00000138316,140766,435.5172414,275.3055556,31522,4338.666667
ENSG00000166224,8879,3107.931034,4026.944444,3653,3779
ENSG00000107731,219699,1908.551724,1604.416667,83470.5,6873.5
ENSG00000198246,55315,457.1724138,654.6666667,20956.25,2170.25
ENSG00000107736,64072,672.5172414,942.0277778,13190.38462,3493.153846
ENSG00000166295,119504,3399.344828,3262.111111,55328.85714,3300.285714
ENSG00000122863,9469,621,355,84460,6973
ENSG00000168209,54541,4544.172414,12821.77778,738,1752
ENSG00000156026,90550,858.4482759,1188.527778,61696.5,2391.5
ENSG00000138315,170392,6.724137931,5.75,37296,2153
ENSG00000166321,25961,88.13793103,122.6666667,5520.428571,2045.285714
ENSG00000138286,317662,588.3448276,682.75,15297,2516.4
ENSG00000250959,2749,101.3448276,106.7222222,0,4069
ENSG00000176986,9632,3064.586207,3636.694444,6695.142857,3121.714286
ENSG00000196968,170384,449.7241379,414.9444444,675,2155.333333
ENSG00000172586,118487,669,1278.833333,439,1021.5
ENSG00000214655,23053,2913.896552,2743.555556,1300.5,4746.25
ENSG00000122861,5328,2649.068966,3908.916667,1307,2161.333333
ENSG00000035403,7414,8234.448276,4260.25,47190.2,5000
ENSG00000156110,132,823.6551724,1178.055556,271666.75,2104.25
ENSG00000156650,23522,1370.206897,1197.5,132282.3333,8024
ENSG00000156671,142891,1210.965517,1191.166667,63593.5,6895.5
ENSG00000165637,7417,2723.275862,3639.277778,7792.4,1765
ENSG00000148655,83938,201.5862069,270.6666667,1547432,892
ENSG00000138326,6229,30274.34483,38383.27778,6635,1194
ENSG00000108175,57178,3705.068966,3503.888889,49213.8,4907.2
ENSG00000108179,10105,1734.137931,2765.694444,5708,2162
ENSG00000253626,143244,120.3103448,164.0555556,0,3836
ENSG00000122852,653509,0.206896552,7.777777778,610.25,2129.25
ENSG00000242600,8512,39.44827586,31.77777778,3036,1424
ENSG00000133678,80195,627.2413793,1029.555556,1745.461538,2114.384615
ENSG00000189129,219348,829.2758621,34.72222222,23708,673
ENSG00000133665,84332,0.965517241,2.555555556,6131.6,1925
ENSG00000122378,84293,3144.862069,5373.277778,6833.166667,1781.666667
ENSG00000108219,81619,4299.068966,4460.166667,41990,5439
ENSG00000178217,387694,3.724137931,4.027777778,26403.25,3308
ENSG00000185737,10718,7.586206897,3.333333333,86190.93333,3283.4
ENSG00000165678,27069,4212.482759,4254.222222,6821,2316.333333
ENSG00000188373,387695,921.4827586,1993.083333,21338,828
ENSG00000148600,92211,41.13793103,92.69444444,4503.5,4126.5
ENSG00000148604,5995,0.517241379,0.027777778,4440.25,1194.5
ENSG00000107771,54462,1503.482759,1101.472222,26209.8,5765.8
ENSG00000122375,94233,7.517241379,0.694444444,3062.25,1844.25
ENSG00000122367,11155,411.5862069,34.69444444,5570.2,2940.5
ENSG00000107779,657,774.4137931,652.0833333,329868,3616
ENSG00000173267,6623,6434.275862,7714.361111,7808,826
ENSG00000148671,10974,0.517241379,1.527777778,3614,672
ENSG00000188100,643161,0.793103448,1.833333333,8160,362
ENSG00000122376,54537,895.7241379,885.6388889,62156,2688
ENSG00000184923,728118,12.55172414,10.13888889,12482,3288
ENSG00000214562,728130,22.62068966,17.86111111,6835.5,4389.5
ENSG00000107789,9562,443.9310345,498.5,22378,2644.25
ENSG00000198682,9060,1074.482759,499.7222222,49840.33333,2948
ENSG00000171862,5728,4072.827586,2604.083333,99734,5604
ENSG00000204022,142910,3.068965517,2.472222222,37462,1484
ENSG00000182333,8513,0.24137931,0.611111111,3382.6,1412.4
ENSG00000204021,643414,1.655172414,19.63888889,54026,1200
ENSG00000204020,643418,11.62068966,6.527777778,31280,1197
ENSG00000173239,340654,0.206896552,0.888888889,16240,1577
ENSG00000138134,57559,368.4827586,235.5277778,10091,4095.6
ENSG00000026103,355,862.8965517,440,5623.636364,2875.272727
ENSG00000119922,3433,552.3103448,571.1111111,7666,3495
ENSG00000119917,3437,1370.068966,1606.111111,8307.5,2498
ENSG00000204010,439996,0.689655172,0.777777778,10356,1972
ENSG00000185745,3434,1033.586207,1092.805556,3778.2,4490
ENSG00000152778,24138,528.3793103,491.2777778,2473,2870.5
ENSG00000138182,9585,532.1724138,860.3888889,25115.5,5443.75
ENSG00000148688,10556,634.3448276,720.1944444,15098.5,2712.5
ENSG00000180628,84333,1505.551724,891.2222222,24097.2,4706.4
ENSG00000165338,143279,472.0689655,284.3888889,12919,4091.333333
ENSG00000107854,80351,2177.551724,2564.5,121616,6274
ENSG00000095564,9044,1569.344828,1903.333333,15762.75,3178.5
ENSG00000198060,54708,1214.517241,1589.5,58837,3963
ENSG00000138160,3832,266.5862069,893.0277778,114500,5078
ENSG00000152804,3087,509.9655172,337.0277778,7938,1759
ENSG00000138190,54536,585.4827586,514.4444444,41693.625,3296
ENSG00000187553,340665,1.75862069,0.666666667,5193,2241
ENSG00000095596,1592,2.896551724,11.30555556,2020.5,2182
ENSG00000138180,55165,179.4482759,790.6666667,29894,2577
ENSG00000186188,338557,22.06896552,19.69444444,19779,3629
ENSG00000095464,5146,2.931034483,0.111111111,100232,2969
ENSG00000108231,9211,24.55172414,2,19205.75,1991.75
ENSG00000176273,159371,127.0689655,187.9444444,3193,1971.5
ENSG00000138193,51196,1162.758621,979.4166667,91163.25,6157.25
ENSG00000108239,23232,495,410.8333333,256310,5749
ENSG00000119969,3070,578.6206897,1101.111111,10661,3004.3
ENSG00000108242,1562,26.48275862,44.94444444,50240.5,2456.5
ENSG00000165841,1557,4.517241379,11.02777778,60707,1408.666667
ENSG00000138109,1559,32.89655172,45.97222222,17352.33333,1715.333333
ENSG00000173124,142827,68.10344828,141.1388889,31270,1558.5
ENSG00000138185,953,2244.172414,784.0833333,26840.88889,11333
ENSG00000188649,387707,9.586206897,126.8888889,28886.66667,2144.666667
ENSG00000107443,54619,336.9310345,463.5555556,8897,4115
ENSG00000177853,9849,785.3793103,1245.666667,13280.75,7068.75
ENSG00000107447,1791,0.896551724,0.166666667,32198.5,2038.5
ENSG00000196233,84458,1104.724138,1352.472222,61374.5,7871.75
ENSG00000165879,10023,259.862069,176.9722222,0,2651
ENSG00000171314,5223,2771.137931,3911.416667,4711,1757.5
ENSG00000171307,84287,636.4137931,895.5555556,3082,1782
ENSG00000165886,80019,310.3103448,249.6388889,141272,1557
ENSG00000165887,26287,9.793103448,12.91666667,9984.5,1401.5
ENSG00000241935,112817,15.13793103,27.91666667,13502,2344.666667
ENSG00000155252,55361,730.7586207,701.9166667,36594,3993
ENSG00000203942,414157,0.586206897,1.25,0,1242
ENSG00000155254,83742,1677.37931,925.8888889,2416,3237
ENSG00000155256,118813,1007.241379,995.2222222,4263,2730.555556
ENSG00000155265,401647,47.10344828,98,29786,6448
ENSG00000166024,27291,497.6206897,590,35934.16667,2771.333333
ENSG00000119946,26507,83.72413793,51.47222222,10663,4290
ENSG00000119919,159296,10.68965517,0.833333333,2990,2096
ENSG00000198018,57089,516.0344828,580.2222222,43093.5,8646.5
ENSG00000119929,51076,730.2413793,422.8055556,12355.33333,1250
ENSG00000023839,1244,77.03448276,36.30555556,128298,5051
ENSG00000099194,6319,1048.37931,5563.888889,24698,5468
ENSG00000075290,7479,4.896551724,8.388888889,37184,1996
ENSG00000166135,55662,668.1724138,756.9444444,22258,6912
ENSG00000075891,5076,1.068965517,1.138888889,22024.85714,3767.142857
ENSG00000119906,55719,1042.172414,969.6388889,1519,3722.2
ENSG00000095539,57715,177.0344828,179.4444444,5327.5,3586
ENSG00000107815,56652,263.2758621,377.5555556,1274,2926.6
ENSG00000107816,84445,2618,2376.611111,1991.4,3484.6
ENSG00000107819,81855,1608.068966,1381.583333,6517.5,2948
ENSG00000107821,81621,134.9310345,94.72222222,998.6666667,2027
ENSG00000107807,3195,1.344827586,22.08333333,4367.5,2118.5
ENSG00000166167,8945,701.6206897,711.7777778,80585.5,4648
ENSG00000166171,25911,245,440.4444444,41046,799
ENSG00000166189,79803,446.4827586,445.5,0,2672
ENSG00000148840,23082,1702.172414,1453.083333,4835.5,4743.25
ENSG00000166197,9221,2831.62069,3378.472222,3135.2,3813.6
ENSG00000119915,83401,10.44827586,16.47222222,3782,1311
ENSG00000107862,8729,2129.413793,1884.333333,60725.25,5710.5
ENSG00000077150,4791,3683.103448,1997.444444,1744.2,2824.6
ENSG00000107872,79176,444.0344828,426.5277778,886.3333333,1967.333333
ENSG00000202569,574447,0.793103448,0.25,0,73
ENSG00000138111,79847,84.86206897,169.8888889,2565,1738.2
ENSG00000107882,51684,828.0344828,756.0833333,28918,3544.6
ENSG00000171206,81603,3494,2295.666667,22162,2744
ENSG00000156398,118980,266.2068966,284.25,22158.5,2490.5
ENSG00000166272,54838,1854.758621,1254.944444,34699.33333,3227.333333
ENSG00000166275,119032,843.4827586,569.5555556,8715.5,2036.5
ENSG00000214435,57412,2.862068966,2.833333333,25023,1835.5
ENSG00000148842,54805,285.4482759,229.5277778,54460.33333,3462.666667
ENSG00000235376,729020,4.206896552,5.666666667,0,2130
ENSG00000148798,9118,116.3103448,984.0833333,5811.5,2550.5
ENSG00000148835,6877,141.6206897,186.9166667,17913.5,3185.5
ENSG00000148843,22984,1310.896552,1692.111111,86384,6416
ENSG00000107954,9148,217.2758621,38.97222222,63789.5,4084.5
ENSG00000065613,9748,4802.37931,5444.444444,54313.5,5559.5
ENSG00000156384,119392,217,220.3333333,1210,1811.75
ENSG00000148834,9446,1831.758621,2148.027778,8021.333333,988.6666667
ENSG00000065621,119391,498.5517241,814.6111111,8752.5,1090
ENSG00000120051,159686,14.68965517,14.61111111,196028,3313
ENSG00000156395,22986,5.103448276,1.388888889,345934,3703.5
ENSG00000148700,120,3942.344828,2851.805556,23909.66667,4251.5
ENSG00000119950,4601,1097.413793,1138.388889,26603.2,3237.8
ENSG00000138166,1847,5288.103448,2580.305556,22300,2528
ENSG00000108055,9126,2213.551724,2349.361111,65664,4112
ENSG00000203867,282996,85.62068966,34.22222222,375680,7233
ENSG00000150593,27250,4939.793103,3535.333333,16384.66667,3628
ENSG00000108061,8036,1496.965517,1284.777778,34006.75,3695.75
ENSG00000150594,150,716.8275862,74.41666667,0,3873
ENSG00000119913,6975,0.344827586,0.027777778,37176,990
ENSG00000197142,51703,4854.965517,4391.916667,13451.6,3121
ENSG00000151532,143187,549.862069,616.0833333,122923.6667,2898.333333
ENSG00000264763,100422909,0.413793103,0.472222222,0,85
ENSG00000148737,6934,908.3448276,929.3333333,8269.233333,3815.966667
ENSG00000148702,3026,7.275862069,17.47222222,17339.75,2032.25
ENSG00000165806,840,1095.137931,1243.75,9800.714286,2536.142857
ENSG00000148735,79949,358.9655172,288.9722222,7275.4,2905.2
ENSG00000196865,374354,519.7241379,506.0277778,37255.5,5810
ENSG00000043591,153,94.4137931,140.8888889,0,2862
ENSG00000095627,56165,4.103448276,70.83333333,11251.33333,4027.666667
ENSG00000165816,340706,78.82758621,110.9722222,17288.4,3121.8
ENSG00000151553,57700,920.1034483,889.6388889,56191.5,4336.5
ENSG00000165832,142940,427,580.3888889,36227.5,3279
ENSG00000107518,26033,60.55172414,28.19444444,143637.6,4656
ENSG00000182645,374355,0,0.027777778,107806,1699
ENSG00000203837,119548,3.482758621,6.5,95474,2308
ENSG00000175535,5406,0,0.083333333,40884,1498
ENSG00000187021,5407,0,0.027777778,4472.25,1268.5
ENSG00000266200,5408,0,0,11758.33333,1502
ENSG00000188316,387712,8.517241379,5.722222222,30700.5,2389.5
ENSG00000186795,338567,0,0,23312,1155
ENSG00000165646,6571,417.7931034,132.8333333,34349.5,4008.5
ENSG00000170370,2018,163.4827586,366.6388889,4298.5,2803.5
ENSG00000177640,255082,49.75862069,50.27777778,33232.2,2916
ENSG00000188613,340719,41.03448276,26.5,0,4627
ENSG00000198873,2869,1299.482759,351.6111111,157563.6667,2090
ENSG00000151929,9531,1811.758621,1514.222222,23880.5,2409.5
ENSG00000198825,22876,611.7241379,589.6944444,23963.33333,3050.333333
ENSG00000107651,11196,1301.172414,1392.694444,21594.33333,6430.333333
ENSG00000203805,196051,6.103448276,32.75,34691.5,1353.833333
ENSG00000120008,55717,1668.103448,1924.416667,34454.33333,3794.666667
ENSG00000138162,10579,2373.655172,1545.555556,26971.90909,5219
ENSG00000138152,118663,1388.068966,2633.888889,65006.5,1849.5
ENSG00000107679,59338,1510.344828,1708.722222,30076,3863
ENSG00000254636,387715,0.655172414,0.166666667,3764,808
ENSG00000166033,5654,3477.551724,1362.944444,102528,2120
ENSG00000187908,1755,520.4137931,362.3611111,8676.636364,5638.272727
ENSG00000203795,118670,0,0,3630,596
ENSG00000179988,118672,95.62068966,133.1111111,17292,1722
ENSG00000196177,36,1007.413793,927.0833333,43489.5,5855.5
ENSG00000188620,340784,0.827586207,1.666666667,1214,1074
ENSG00000188816,3167,0.517241379,1.916666667,1846,1628
ENSG00000154473,9184,1983.517241,2924.666667,3153,2316.6
ENSG00000154478,2849,0.034482759,0.027777778,41478,10304
ENSG00000107902,64077,558.7931034,568.2777778,39608.25,1476.75
ENSG00000165660,23172,565.7931034,589.3333333,63788,2992
ENSG00000019995,54764,1380.827586,1183.194444,41326.5,4847.5
ENSG00000107938,26098,585.6206897,684.1388889,5521.571429,3279.714286
ENSG00000265092,100616327,0,0,0,83
ENSG00000107949,56647,1434.103448,1732.666667,7666.4,1760.8
ENSG00000203780,92565,127.5517241,187.1944444,29935.25,2809.5
ENSG00000150760,1793,1982.827586,1782.944444,190181.75,5090.25
ENSG00000214285,594857,0,0,6002,322
ENSG00000186766,399823,42.65517241,8.472222222,1470,3178
ENSG00000132334,5791,1355.172414,1138.444444,29612.71429,3380.142857
ENSG00000170430,4255,873.4137931,797.5,598130,1265
ENSG00000108010,10539,1192.965517,1840.861111,15138.75,1367.25
ENSG00000175470,55844,918.4482759,1117.166667,8720,1826.5
ENSG00000188385,282973,55.10344828,56.27777778,28945.33333,4336.333333
ENSG00000151640,10570,32.31034483,50.97222222,32296,2719
ENSG00000148814,80313,254.9655172,309.75,6807.285714,5408.571429
ENSG00000171813,170394,752.6551724,943.75,18196.5,2460.5
ENSG00000068383,3632,1393.482759,831.6666667,137239.6667,2271.333333
ENSG00000197177,84435,1.344827586,1.444444444,47115.5,5143.5
ENSG00000171798,85442,49.20689655,11.19444444,20787,4515.333333
ENSG00000171794,8433,3.068965517,0.888888889,256,1157
ENSG00000151650,27287,126.2413793,35.52777778,3230,2411
ENSG00000198546,118472,514.862069,580.5,2691,1553
ENSG00000165828,118471,0.103448276,1.083333333,10992.75,859.75
ENSG00000148832,196743,192.7241379,193.6388889,2743.25,1496.375
ENSG00000148824,92170,195.9655172,259.9444444,14175,1517
ENSG00000130649,1571,75.68965517,66.36111111,6362.8,2726.6
ENSG00000261456,347688,0,0,1694,1504
ENSG00000151240,22982,1048.758621,872.0833333,93818.6,2917
ENSG00000107929,23185,2219.793103,3088.805556,232492,8546
ENSG00000148377,91734,0.689655172,0.694444444,11188,1359
ENSG00000067064,3422,1444.241379,2093.027778,4149.75,2323.5
ENSG00000185736,105,19.48275862,29.02777778,138131.25,6954.5
ENSG00000107959,10531,2064.172414,3264.888889,10416.5,3581.666667
ENSG00000067082,1316,14913.24138,8180.638889,1464.4,4100.2
ENSG00000151632,1646,5937.862069,15647.08333,3988,2875.25
ENSG00000178462,79861,5.448275862,174.25,9995,1738
ENSG00000178372,51806,50.13793103,327.7222222,0,876
