MGI ID,Entrez ID,mRNA copy number average [molecules/cell],mRNA half-life average [h],transcription rate (vsr) average [molecules/(cell*h)],Average Intron Length,Average Transcript Length
MGI:MGI:892003,21453,16.23,12.47,1.24,19881,2977.333333
MGI:MGI:1917701,70451,9.61,5.37,1.43,2283,1361.75
MGI:MGI:2445121,237886,13.14,5.36,1.96,7349,3919.666667
MGI:MGI:1917583,70333,16.91,5.17,2.59,692.5,1364
MGI:MGI:1858415,53975,14.26,4.7,2.38,5049.5,2142
MGI:MGI:1914176,66926,20.05,9.37,1.89,2952,1940.5
MGI:MGI:1915147,67897,4.72,9.34,0.45,10777,2016.5
MGI:MGI:1914556,67306,5.31,5.04,0.83,29630.5,1718.333333
MGI:MGI:1915240,55951,NA,NA,NA,7043,677.875
MGI:MGI:98179,20130,16.03,10.17,1.42,1655.5,599
MGI:MGI:99537,19352,NA,3.72,NA,1798.5,1188
MGI:MGI:1916330,69080,17.33,11,1.46,2936,845.6153846
MGI:MGI:1931749,80912,16.08,4.89,2.59,112856.5,3576.428571
MGI:MGI:1930187,94275,164.2,16.35,10.45,2208,1550.285714
MGI:MGI:1100865,19653,6.35,5.82,0.88,7905.5,1324.428571
MGI:MGI:1913954,66704,6.35,5.82,0.88,2831.5,2024.5
MGI:MGI:101816,17685,NA,11.56,NA,34364.5,1514.333333
MGI:MGI:107789,11993,60.35,10.06,5.4,902,928.5384615
MGI:MGI:3577015,432940,27.54,8.61,3.86,43493,924.6666667
MGI:MGI:1914961,67711,34.91,13.21,2.57,14916,705.3333333
MGI:MGI:1914249,66999,7.92,25.39,0.39,3512.5,1444
MGI:MGI:1342335,13196,NA,NA,NA,162250.5,2732.421053
MGI:MGI:1921850,74600,15.55,4.47,2.71,6451.5,1943.5
MGI:MGI:2138828,98845,NA,12.69,NA,10589.5,1196.25
MGI:MGI:1920501,73251,13.34,8.78,1.32,19367.5,2959
MGI:MGI:3047787,433813,NA,6.27,NA,568,725.8571429
MGI:MGI:1890156,55943,NA,NA,NA,121490.5,1579.333333
MGI:MGI:1861601,51786,11.02,12.87,0.83,24705,5732
MGI:MGI:1342770,16978,20.27,9.15,1.95,55606.5,1723.166667
MGI:MGI:1890496,68626,16.71,11.69,1.34,10669.5,1877.142857
MGI:MGI:88263,12333,18.16,16.52,1.15,23917,3074
MGI:MGI:104709,22378,25.43,11.04,2.12,4758,1081.2
MGI:MGI:1919083,71833,26.86,13.3,1.96,13656.5,3442.5
MGI:MGI:107265,12874,15.58,18.26,0.92,31636.5,2928
MGI:MGI:1891258,235587,13.77,8.33,1.62,2406,1495.666667
MGI:MGI:99448,15953,4.07,4.14,0.39,80796.5,1721.454545
MGI:MGI:2142951,353190,9.33,6.29,1.21,22611.5,3476
MGI:MGI:107168,20877,15.35,6.72,1.89,2847.5,1032.714286
MGI:MGI:1915282,68032,45.34,12.16,3.53,3781,841.5
MGI:MGI:98353,20658,42.67,8.01,4.55,12413.5,4069.357143
MGI:MGI:2153207,140484,7.8,17.86,0.47,14387,2754.5
MGI:MGI:1890614,80915,12.2,7.24,1.41,7093.5,1167.285714
MGI:MGI:1914758,56043,4.78,17.45,0.3,8337.5,1871
MGI:MGI:1346319,23897,54.4,7.54,6.09,1268.5,806.5454545
MGI:MGI:2149821,114664,4.43,11.84,0.35,24103,2029.5
MGI:MGI:1916944,69694,4.41,4.79,0.88,24609.5,792
MGI:MGI:1919686,108903,NA,21.4,NA,87722.5,1760.125
MGI:MGI:1919279,72029,19.24,14.43,1.33,9515,1065.6
MGI:MGI:1353554,30853,93.65,14.92,7.1,2220.5,1202.375
MGI:MGI:1277124,11886,17.84,20.11,1.27,26059,1401.6
MGI:MGI:1916418,69168,3.67,9.47,0.34,11212.5,805.3333333
MGI:MGI:1917789,216459,NA,NA,NA,3503,1026
MGI:MGI:1917278,70028,NA,NA,NA,45913,2161.071429
MGI:MGI:1351622,27398,25.16,12.72,1.9,1824,733.2
MGI:MGI:1261797,52626,11.09,8.47,1.13,7779,1234.5
MGI:MGI:2442356,432572,35.87,11.56,2.9,149874,3567
MGI:MGI:1276106,12454,14.82,8.83,1.46,11841,1928.666667
MGI:MGI:1917206,69956,30.2,6.92,3.62,631,1384.363636
MGI:MGI:1913692,66442,7.81,5.24,1.19,5447.5,1029.444444
MGI:MGI:98086,20020,69.24,13.96,4.9,9131,3453.5
MGI:MGI:1923831,74781,23.57,10.43,2.06,18529,2830.75
MGI:MGI:1916192,68942,11.07,9.35,1.05,21699,1797
MGI:MGI:1891823,60321,32.38,8.37,3.33,6875,1148.142857
MGI:MGI:1922664,56706,23.46,2.21,7.77,7773,1699.357143
MGI:MGI:1919391,72141,9.25,6.05,1.24,16036.5,3347.6
MGI:MGI:1916411,69161,26.32,9.14,2.53,28063,1107
MGI:MGI:1914689,67439,21.38,8.61,2.15,6426.5,2353.4
MGI:MGI:1341112,11546,7.88,5.7,1.26,5892.5,1006
MGI:MGI:1922919,75669,5.84,12.02,0.46,17956.5,2524.545455
MGI:MGI:109583,19211,NA,NA,NA,33101.5,4433.333333
MGI:MGI:1914472,67222,9.45,2.8,2.52,23583,1463
MGI:MGI:1913224,58240,5.86,6.33,0.76,8023,1301
MGI:MGI:2445221,235505,21.15,26.6,1.01,47886,3631.5
MGI:MGI:1333820,107734,53.08,11.02,5.48,3658,782.2857143
MGI:MGI:1914782,67532,NA,NA,NA,10557,4198
MGI:MGI:1931010,66659,8.31,12.67,0.63,9155,1073
MGI:MGI:104873,11593,10.49,14.62,0.73,9917.5,1526
MGI:MGI:2182799,217127,32.12,6.55,4.03,17600.5,1976.636364
MGI:MGI:1913427,66177,12.69,16.31,0.81,1227.5,840.5454545
MGI:MGI:106417,27967,24.58,8.15,2.59,5595,1438.142857
MGI:MGI:1913612,66362,20.99,4.69,3.5,2615.5,697
MGI:MGI:1929658,56480,13.67,4.75,2.26,25854,1249
MGI:MGI:2143994,103554,19.49,21.54,1.05,55214.5,1433.142857
MGI:MGI:1917338,70088,12.37,4.77,2.03,12248.5,1152.125
MGI:MGI:1924182,76932,14.03,11.6,1.13,1968.5,1479.714286
MGI:MGI:106621,71602,17.19,7.76,1.9,140764.5,3313.75
MGI:MGI:2385207,230737,31.13,8.93,3.08,10934,930.6666667
MGI:MGI:1921364,74114,11.06,10.28,0.98,18206,2249.333333
MGI:MGI:2388651,223722,10.92,6.29,1.42,4422.5,766.8333333
MGI:MGI:2446249,234699,14.69,9.39,1.38,3912,2514.285714
MGI:MGI:98240,20250,54.14,9.29,5.14,7736,5453
MGI:MGI:1353437,30049,54.14,9.29,5.14,37259,3470
MGI:MGI:98239,20249,54.14,9.29,5.14,8423,4836
MGI:MGI:2670997,329065,54.14,9.29,5.14,5412,2230
MGI:MGI:2442418,67988,NA,17.08,NA,28503,4611
MGI:MGI:1927224,64050,14.15,5.02,2.22,4653,1074
MGI:MGI:1914631,67381,11.54,4.41,2.04,6951,1715.5
MGI:MGI:1861099,224826,11.24,8.99,1.1,62450,4134.166667
MGI:MGI:1341200,110816,21.75,7.51,2.45,10369,3872
MGI:MGI:1913208,59035,36.02,13.27,2.64,19741.5,1952.2
MGI:MGI:2144113,195040,17.85,5.42,2.63,2889.5,866
MGI:MGI:97566,109785,3.48,10.97,0.31,13822.5,1984.4
MGI:MGI:1927340,56524,28.33,9.15,2.72,44716,1509.5
MGI:MGI:1914050,76367,NA,NA,NA,1185,2643
MGI:MGI:1917118,56031,19.72,7.76,2.16,7254.5,880.5
MGI:MGI:1914476,67226,8.67,10.76,0.74,11840,1716.333333
MGI:MGI:1933403,80898,10.16,18.73,0.59,27006,1742.166667
MGI:MGI:1918248,70998,8.92,9.49,0.84,28008,2365.4
MGI:MGI:1917036,69786,12.8,6.06,1.71,7175.5,888.5384615
MGI:MGI:1914131,66881,16.37,15.83,1.07,3853,1233
MGI:MGI:95606,14375,27.21,10.74,2.33,20923,1004.583333
MGI:MGI:1917535,70285,25.35,4.24,4.62,11226,1275.8
MGI:MGI:1350930,27058,7.55,5.83,1.05,6325.5,1095
MGI:MGI:1918305,66244,12.12,8.84,1.23,23133.5,1772.083333
MGI:MGI:2677849,229905,4.59,15.8,0.3,23517,1613.666667
MGI:MGI:96828,16971,37.05,37.54,1.52,43521,2697.4
MGI:MGI:1920442,73192,22.47,13.75,1.6,19204,2800.4
MGI:MGI:1915111,67861,3.66,4.1,0.69,6015,1132.2
MGI:MGI:1917560,70310,13.04,12.89,0.97,2633.5,1863.75
MGI:MGI:1928483,56389,17.64,5.69,2.5,6305,1164.647059
MGI:MGI:1858416,53416,6.87,14.04,0.52,142623.5,1340
MGI:MGI:2178598,17828,4.82,8.13,0.54,31923.5,2422
MGI:MGI:1913353,69225,NA,NA,NA,8511,1256.571429
MGI:MGI:2384297,245877,41.77,10.35,3.66,3081,2184.833333
MGI:MGI:1923485,328092,2.26,13.26,0.17,11804.5,1788
MGI:MGI:1923001,75751,21.32,10.46,1.85,3677.5,1429.785714
MGI:MGI:2154239,140570,NA,25.82,NA,246,2146.625
MGI:MGI:1927167,56397,NA,NA,NA,6023.5,1217
MGI:MGI:1916023,232679,16.42,6.46,2.09,13064,1240.3
MGI:MGI:1926245,56228,14.28,8.31,1.48,14932,2460.666667
MGI:MGI:96911,17134,NA,NA,NA,2741,1602.2
MGI:MGI:2446193,228140,28.67,8.75,2.86,6885.5,3231.285714
MGI:MGI:1915526,68276,14.25,4.91,2.28,6426.5,1004.125
MGI:MGI:1338882,18632,3.09,7.44,0.35,6999,1319
MGI:MGI:1913843,66593,16.79,15.64,1.1,6484,1450
MGI:MGI:1929230,117197,9.07,5.26,1.37,0,1273
MGI:MGI:109584,19134,15.43,6.79,1.89,14613.5,3316.4
MGI:MGI:96270,15547,14.84,7.53,1.66,1049,1666.461538
MGI:MGI:97388,18220,52.33,32.69,2.28,7785.5,1438.6
MGI:MGI:2387123,240028,5.22,7.05,0.62,72201.5,3911.833333
MGI:MGI:1923173,99480,33.5,5.54,4.87,6206.5,1082
MGI:MGI:2145374,218629,NA,15.54,NA,7845,2046.75
MGI:MGI:103560,16646,11.67,6,1.58,16654,1632.9
MGI:MGI:2442572,106504,10.98,7.75,1.2,20665.5,1346.041667
MGI:MGI:1890602,93739,NA,NA,NA,11079.5,1044.333333
MGI:MGI:108025,19087,23,10.43,2,32610,1792.25
MGI:MGI:107926,19878,14.78,11.28,1.22,44761.5,4845.75
MGI:MGI:1933169,83493,NA,8.29,NA,31686,1230
MGI:MGI:1891808,54473,NA,6.59,NA,18751,1973.4
MGI:MGI:2443191,320024,5.54,9.84,0.5,54040.5,1379
MGI:MGI:1349473,26932,7.76,9.47,0.73,110091,2266.8
MGI:MGI:1926078,59040,9.11,10.76,0.77,28035,2632.444444
MGI:MGI:109279,18115,NA,37.18,NA,42034.5,2891.333333
MGI:MGI:103008,13823,16.49,16.37,1.05,83727,2319.588235
MGI:MGI:1922946,68879,NA,13.34,NA,30728.5,2226.75
MGI:MGI:1098236,12380,24.71,16.79,1.55,39085,2209.818182
MGI:MGI:1915026,67776,5.65,19.5,0.32,12937,1475.571429
MGI:MGI:103309,14252,30.55,17.22,1.88,18728,2631.6
MGI:MGI:1913328,66078,20.12,11.88,1.6,3335,978.5
MGI:MGI:2182303,94213,21.26,7.78,2.93,2602,1776.142857
MGI:MGI:1919769,72519,10.59,9.1,1.02,48762,2339
MGI:MGI:1861602,54188,NA,5.06,NA,10822,1638.857143
MGI:MGI:1917431,228994,NA,5.26,NA,10706.5,2017.333333
MGI:MGI:1919637,102122,14.2,8.03,1.51,17361.5,747.0625
MGI:MGI:1919315,72065,9.6,9.31,0.91,10562,3545
MGI:MGI:1346320,24075,70.4,13.93,4.96,563.5,1504
MGI:MGI:108295,19303,19.56,8.1,2.09,22844,1813
MGI:MGI:1855694,100038882,NA,10.24,NA,639,756
MGI:MGI:1924841,77591,12.94,14.32,0.92,146291,3128
MGI:MGI:1922721,75471,NA,NA,NA,224,1258
MGI:MGI:1918928,71678,NA,NA,NA,10267,1478.888889
MGI:MGI:101765,12568,8.67,11.13,0.72,2300.5,1056.333333
MGI:MGI:1309481,14897,NA,NA,NA,76310,2600.352941
MGI:MGI:1354713,50790,20.36,9.38,1.92,37139.5,4124.6
MGI:MGI:1919094,71844,12.89,5.11,2,36259.5,2724.75
MGI:MGI:1316706,18041,13.95,13.1,1.03,10091,1229.75
MGI:MGI:2687325,276846,21.49,21.85,1.14,11867,2501
MGI:MGI:1916942,69692,16.06,11.11,1.35,10684.5,1206
MGI:MGI:1929022,64424,6.88,13.46,0.5,6283,1306.142857
MGI:MGI:1919205,71955,14.25,4.96,2.27,12087,3551.75
MGI:MGI:2143230,102693,34.86,8.53,3.54,18234,2549.611111
MGI:MGI:1919822,72572,NA,6.03,NA,48955,1328.142857
MGI:MGI:1929472,56046,11.52,6.66,1.43,50478.5,1269.631579
MGI:MGI:1277223,20239,11.78,8.86,1.16,20183,1158.833333
MGI:MGI:1201686,13017,25.09,7.23,2.91,32872.5,1181.55
MGI:MGI:1891751,56310,25.39,7.89,2.75,731.5,931
MGI:MGI:1915293,68043,15.14,10.87,1.28,20055,668.5
MGI:MGI:1202298,18108,18.52,6.37,2.38,30305,2687.25
MGI:MGI:1916417,329251,2.47,4.59,0.42,52808.5,3309.25
MGI:MGI:2146855,106582,4.36,6.04,0.59,2717.5,700.3333333
MGI:MGI:1913361,66111,37.93,15.21,2.53,4517,1346
MGI:MGI:1923698,76448,22.76,4.44,4,6136,2752.333333
MGI:MGI:104558,20111,9.21,12.2,0.72,26378,1979.777778
MGI:MGI:2443300,223978,8,10.69,0.69,63170.5,1936
MGI:MGI:1352452,11819,15.57,4.1,2.93,2975.5,2174
MGI:MGI:1352451,13865,15.57,4.1,2.93,4492,1452.666667
MGI:MGI:105098,22215,11.32,4.89,1.82,29089.5,1967.8125
MGI:MGI:1919605,72355,NA,8.15,NA,3369.5,706.1666667
MGI:MGI:1914356,67106,NA,NA,NA,6449.5,1314.8
MGI:MGI:1346084,208366,2.65,14.73,0.23,8542.5,2244.5
MGI:MGI:1344413,269536,12.6,6.03,1.69,19356.5,1823.833333
MGI:MGI:1923987,76737,NA,15.13,NA,5672,1366
MGI:MGI:106463,28006,15.11,12.88,1.13,26077.5,1667.769231
MGI:MGI:104683,14272,20.98,11.33,1.72,9191,1057.4
MGI:MGI:1915455,68205,12.78,10.74,1.09,11513.5,1136.833333
MGI:MGI:2676368,235567,14.1,16.06,0.91,64226,1684.076923
MGI:MGI:1916349,69099,NA,NA,NA,NA,NaN
MGI:MGI:99926,17706,NA,NA,NA,NA,NaN
MGI:MGI:1859016,51793,6.56,6.99,0.68,1033,915
MGI:MGI:97891,19687,24.23,11.51,1.96,46592,3024
MGI:MGI:1916913,69663,8.6,9.86,0.9,1364,1395.8
MGI:MGI:1889073,57785,NA,NA,NA,226,604
MGI:MGI:1098231,16551,10.1,6.73,1.24,40638,4819
MGI:MGI:1915681,68431,7.77,7.28,0.89,965.5,1295.5
MGI:MGI:1926163,78913,8.84,10.7,0.76,32617.5,5051.5
MGI:MGI:1919746,218811,17.67,12.04,1.38,8162,1157.4
MGI:MGI:1276108,12211,13.47,10.32,1.18,81989,4742.363636
MGI:MGI:NA,13.03,6.67,1.61,MGI:MGI:NA,NA,NaN
MGI:MGI:1917483,70233,13.8,6.3,1.79,792,1763.222222
MGI:MGI:109175,13132,18.59,8.11,1.96,68239,1921.285714
MGI:MGI:1929212,55946,2.76,10.56,0.31,10536,1563.75
MGI:MGI:1930079,56473,30.68,12.64,2.32,35832,1508
MGI:MGI:1919349,72341,5.91,7.4,0.67,9289,1069
MGI:MGI:109496,16859,44.56,18.33,2.64,11580.5,1230.5
MGI:MGI:1920462,73212,14.89,12.35,1.16,69668,1198
MGI:MGI:1922063,230752,22.99,12.71,1.74,316,1399
MGI:MGI:1289265,223754,NA,13,NA,168369,1982.5
MGI:MGI:1194490,13367,7.33,15.25,0.49,43689.5,3568.625
MGI:MGI:1349165,15529,29.06,20.69,1.6,110686,3527
MGI:MGI:1919443,72193,NA,10.85,NA,5468.5,3200.833333
MGI:MGI:2444232,224143,19.24,9.75,1.76,11785.5,1665
MGI:MGI:2146207,106039,23.1,10.91,1.94,7579,1558.8
MGI:MGI:1334459,107652,12.43,6.08,1.68,17947.5,1274.888889
MGI:MGI:2446190,227699,23.37,16.31,1.49,9939.5,1487
MGI:MGI:1915119,67869,25.89,6.55,3.25,17095,1450
MGI:MGI:1100512,17535,10.12,8.09,1.07,26493,1822
MGI:MGI:1277117,19244,43.12,13.21,3.17,17041.5,1511
MGI:MGI:1933289,235459,14.78,6.15,1.96,6172.5,815.1333333
MGI:MGI:1916847,69597,15.49,10.85,1.5,41315,3085
MGI:MGI:2138080,215193,NA,7.02,NA,20312,5537
MGI:MGI:1309478,217578,NA,NA,NA,55300.5,1883.625
MGI:MGI:1095417,14857,NA,NA,NA,9032,779
MGI:MGI:95863,14858,NA,NA,NA,9940,681.75
MGI:MGI:3704339,100042314,NA,NA,NA,10673.5,849.6666667
MGI:MGI:1913625,66375,9.78,19.81,0.56,13186.5,1270.333333
MGI:MGI:2384567,234309,1.91,9.31,0.18,11241,1563.333333
MGI:MGI:95278,13836,38.53,5.1,5.98,13626,1480
MGI:MGI:1289231,101966,56.41,11.38,4.62,2866,616
MGI:MGI:1859328,54451,18.53,14.7,1.26,4807,1093.222222
MGI:MGI:96910,17133,15.35,7.1,1.8,9616,1591.5
MGI:MGI:1920081,72831,23.85,9.54,2.22,7329.5,1961.961538
MGI:MGI:101919,11765,17.17,6.01,2.32,39974,2429
MGI:MGI:1925371,78244,19.31,9.18,1.89,14131,1562.6
MGI:MGI:101857,14479,21.92,13.49,1.6,56681.5,2898.636364
MGI:MGI:1913449,66199,28.4,8.86,2.8,1605.5,654
MGI:MGI:2147427,107071,36.64,6.5,4.63,3872.5,1211.333333
MGI:MGI:1289298,51944,9.15,12.22,0.72,12079,1279.625
MGI:MGI:3711854,9.15,12.22,0.72,MGI:MGI:3711854,NA,NaN
MGI:MGI:1916974,69724,12.58,12.63,0.95,5401.5,1323.375
MGI:MGI:1858210,53331,4.87,9.94,0.44,4235.5,1449
MGI:MGI:105313,12704,NA,NA,NA,39457.5,3264.611111
MGI:MGI:1919752,72502,3.24,5.68,0.46,23659,3574
MGI:MGI:1916952,69702,4.55,3.88,0.86,3998,1030
MGI:MGI:2140050,229543,21.76,18.6,1.29,30686.5,2492.142857
MGI:MGI:1355319,50911,21.06,6.1,2.85,6153.5,1231.25
MGI:MGI:97852,109905,20.79,8.5,2.12,67283.5,1269.25
MGI:MGI:1919522,99349,7.48,10.19,0.86,32903.5,673
MGI:MGI:2138584,227331,7.88,7.48,0.89,16416.5,1889
MGI:MGI:1918084,70834,12.46,12.81,0.93,42135.5,4331.916667
MGI:MGI:105065,19336,14.5,8.86,1.43,333,1150
MGI:MGI:2146851,224481,1.64,4.98,0.26,21090,1435.333333
MGI:MGI:1914783,67533,NA,11.46,NA,73405.5,2112.181818
MGI:MGI:1915585,55978,26.3,10.03,2.4,4169.5,906.8
MGI:MGI:1202069,13445,NA,10,4.41,12256.5,889.4
MGI:MGI:1098779,52004,NA,10,4.41,761,813.4
MGI:MGI:2384902,215615,7.87,13.49,0.48,10215.5,1082.142857
MGI:MGI:1917329,105348,13.8,15.41,0.92,18931,2206.5
MGI:MGI:2444228,219158,7.99,7.9,0.86,6128.5,3160
MGI:MGI:104581,14696,21.98,8.33,2.28,22277.5,2519.25
MGI:MGI:2140356,100198,14.25,9.9,1.29,11926.5,3322
MGI:MGI:1915720,242291,19.24,7.67,2.12,24329,6543
MGI:MGI:1916278,69028,7.92,5.18,1.22,10895.5,1029.5
MGI:MGI:2153272,100683,NA,15,NA,9187.5,6214.916667
MGI:MGI:1932622,83410,11.68,4.78,1.96,0,3750
MGI:MGI:1933786,83945,13.21,10.24,1.17,21054.5,2017.25
MGI:MGI:1916188,68938,NA,10.14,NA,483,878.625
MGI:MGI:2146335,224171,13.19,7.83,1.43,11819,1877.75
MGI:MGI:1927580,18457,5.68,9.33,0.55,7414.5,1324.5
MGI:MGI:96958,269682,11,10.32,0.97,25020,4109.8
MGI:MGI:98752,21857,170.06,15.75,11.12,3683.5,858
MGI:MGI:1196274,52276,26.95,9.04,2.61,14341,1396
MGI:MGI:1096317,13628,NA,NA,NA,7278,2084
MGI:MGI:1338802,20419,12.73,6.92,1.53,27674.5,1602
MGI:MGI:1316708,15983,33.03,9.03,3.21,1748.5,1122.166667
MGI:MGI:1920004,72754,12.15,7.26,1.4,41495.5,2639.416667
MGI:MGI:1097691,15182,24.51,12.01,1.93,14121,1675
MGI:MGI:1926211,60409,24.64,8.31,2.56,1311,804.1666667
MGI:MGI:1346998,26371,5.93,12.86,0.44,2580,1141
MGI:MGI:104900,19069,34.92,10.46,3.03,14493.5,1602.071429
MGI:MGI:1195276,14533,NA,13.2,NA,2839,515
MGI:MGI:107741,52118,16.57,4.63,2.8,8360.5,1788.75
MGI:MGI:1099447,224139,5.84,10.1,0.53,6054,4025.166667
MGI:MGI:1920961,73711,14.75,13,1.1,1466.5,805.2857143
MGI:MGI:1096399,20955,NA,NA,NA,25877,2534
MGI:MGI:1889850,54722,12.09,8.63,1.39,42415.5,2527.2
MGI:MGI:1913896,66646,8,13.88,0.57,14968.5,1933.8
MGI:MGI:1913839,66589,8.9,11.27,0.73,18189.5,1158.375
MGI:MGI:1914324,67074,7.79,13.99,0.55,57198.5,2806.916667
MGI:MGI:1197013,19414,32.25,7.04,3.82,92518.5,1564.833333
MGI:MGI:1913294,66044,4.79,15.39,0.32,98483,780.2
MGI:MGI:1919871,72621,28.58,8.73,2.86,1820.5,1244.25
MGI:MGI:1923847,109145,19.19,9.46,1.8,9695,1349
MGI:MGI:1923957,76707,10.7,9.38,1.01,122425.5,4323.814815
MGI:MGI:1888697,108143,67.67,15.42,4.65,2984,1066.5
MGI:MGI:1352499,29812,16.77,14.38,1.18,41793.5,1456.1
MGI:MGI:1100818,12909,17.13,7.15,2,29964.5,886.8
MGI:MGI:2151221,117109,29.8,9.05,2.89,2164.5,754
MGI:MGI:104665,20652,16.83,10.79,1.43,34345.5,2019.625
MGI:MGI:1914872,67622,NA,11.53,NA,21221,1130.333333
MGI:MGI:1926083,78833,4.94,2.87,1.28,6557.5,1586.5
MGI:MGI:104627,13518,NA,NA,NA,193798.5,8423.222222
MGI:MGI:2137227,94065,13.16,10.33,1.15,182,607
MGI:MGI:107734,11776,19.96,13.94,1.41,24398.5,1719
MGI:MGI:95764,14670,27.41,18.74,1.6,3521.5,1662.5
MGI:MGI:1919247,71997,13.15,8.43,1.35,4188.5,1083.571429
MGI:MGI:1913429,66179,NA,14.48,NA,25813,1308
MGI:MGI:2146901,106628,16.36,6.89,1.97,6371,1270.222222
MGI:MGI:1328313,12651,NA,4.55,NA,631.5,1203.222222
MGI:MGI:2389572,210766,3.69,10.96,0.31,23848.5,2137.571429
MGI:MGI:1349478,26951,13.59,8.33,1.4,15176.5,2049.333333
MGI:MGI:1926269,60441,26.02,8.81,2.57,2865,871.1666667
MGI:MGI:1919289,72039,5.28,16.06,0.41,26631.5,2137.75
MGI:MGI:1344426,23943,8.43,21.45,0.45,9755,3355.8
MGI:MGI:1915080,67830,NA,10.32,NA,6890.5,1257.333333
MGI:MGI:1914668,67418,8.82,5.25,1.34,15919,2021.25
MGI:MGI:95286,13626,23.56,5.33,3.52,13812.5,814.3
MGI:MGI:1914287,67037,31.27,11.21,2.58,12864,696.2
MGI:MGI:1349635,20334,6.67,15.11,0.47,27068,1676.2
MGI:MGI:109573,21745,1.37,14.78,0.09,20065.5,2242.375
MGI:MGI:1333757,268980,7.05,6.6,0.88,47506,4132
MGI:MGI:1098687,269774,4.26,11.92,0.34,81368,4346.142857
MGI:MGI:2152453,606496,29.24,9.33,2.77,3991,1880
MGI:MGI:96617,16423,25.93,9.15,2.5,75848,1694.2
MGI:MGI:1917271,70021,41.03,18.37,2.43,3294,1365.5
MGI:MGI:1915984,68734,10.32,3.81,2.08,28788,2867.714286
MGI:MGI:1913917,66667,2.09,8.43,0.22,53431,3865
MGI:MGI:1914317,67067,44.43,13.71,3.2,1183,465
MGI:MGI:2141969,101592,7.59,9.69,0.7,14480,2084.333333
MGI:MGI:108186,110695,6.71,22.05,0.43,27782.5,1460.625
MGI:MGI:1913819,66569,4.09,13.56,0.37,37860,2336
MGI:MGI:2151013,111173,5.35,9.99,0.48,170844,4601
MGI:MGI:1923988,54624,26.51,9.94,2.45,2308,877.1
MGI:MGI:88025,109676,NA,NA,NA,115275.5,3145.909091
MGI:MGI:97712,18933,10.27,10.78,0.87,46005,4042.2
MGI:MGI:108047,12017,57.23,20.34,3.22,10548,1261.75
MGI:MGI:2442117,229584,7.06,4.19,1.3,19220,4152.833333
MGI:MGI:2151045,116748,10.92,5.44,1.6,1070,701
MGI:MGI:2667185,360013,13.8,15.2,0.92,51033.5,4541.227273
MGI:MGI:1916925,69675,39.56,21.1,2.16,43391.5,3281.5
MGI:MGI:1344373,24109,NA,7.93,NA,43742.5,1315.5
MGI:MGI:1914633,67383,NA,NA,NA,31919,2090
MGI:MGI:1914273,67023,16.49,12.69,1.25,1020.5,805.6666667
MGI:MGI:2447166,102545,NA,10.98,NA,17239,1012
MGI:MGI:3028576,208144,14.38,11.1,1.2,9006,1646
MGI:MGI:2178563,76952,5.14,14.25,0.36,39025.5,2881
MGI:MGI:1913863,329777,NA,25.38,NA,36459.5,1840.444444
MGI:MGI:2445001,226407,12,11.12,1,37426,2295.166667
MGI:MGI:1922967,75717,7.77,9.4,0.73,29156,2509.111111
MGI:MGI:1916737,69487,2.67,12.66,0.2,31639,958.3333333
MGI:MGI:2442551,212442,3.16,7.54,0.35,20370,2447
MGI:MGI:1860487,54216,57.02,11.48,4.62,406431,3495.857143
MGI:MGI:1313266,11658,14.77,26.88,0.71,172778,1916.857143
MGI:MGI:2442858,230073,16.12,9,1.57,7772.5,1615
MGI:MGI:1914294,67044,23.15,12.78,1.75,304,648
MGI:MGI:1914907,67657,2.6,4.68,0.43,17011.5,2244.5
MGI:MGI:1891456,192656,27.98,4.63,4.72,38161,2748
MGI:MGI:1913309,66059,155.21,16.61,10.03,412,753.5
MGI:MGI:1921272,74022,26.01,9.92,2.35,16796.5,2784.5
MGI:MGI:98296,20416,40.95,10.34,3.59,5204,1865.6
MGI:MGI:1914852,67602,10.68,3.84,2.13,8942.5,1136.25
MGI:MGI:2385066,225283,4.75,11.02,0.4,31314,3070
MGI:MGI:1914535,67285,7.28,10.59,1.12,96405.5,865.75
MGI:MGI:1913615,66365,3.89,8.87,0.49,11266,1260.666667
MGI:MGI:1915847,68597,3.82,5.24,0.58,15234.5,2375.714286
MGI:MGI:2384836,212547,10.06,3.67,2.09,8562,1920.4
MGI:MGI:3712219,434863,NA,NA,NA,NA,NaN
MGI:MGI:3712496,100039890,NA,NA,NA,46222,2026
MGI:MGI:107573,18422,NA,NA,NA,38173,2028
MGI:MGI:2442092,232341,30.03,13.53,2.18,1024.5,3153.173913
MGI:MGI:107412,22193,21.35,9.18,2.05,1491,1014.142857
MGI:MGI:2384997,218793,21.35,9.18,2.05,159226.5,770.6428571
MGI:MGI:104848,16329,3.05,3.89,0.6,14630,1525.833333
MGI:MGI:1289155,212528,21.16,9.04,2.05,1874,1013.966667
MGI:MGI:108412,19012,NA,11.1,NA,65506.5,1435
MGI:MGI:1916818,69568,NA,NA,NA,22251.5,1965.4
MGI:MGI:2146388,224111,3.49,5.8,0.49,35841,4400.75
MGI:MGI:2180561,246782,5.62,9.05,0.55,10956.5,805.1666667
MGI:MGI:1195461,18951,NA,NA,NA,1922.5,1471.2
MGI:MGI:1932610,57753,8.32,9.17,0.8,27133,3977
