gi,est_hits,introns,intronsize,exonsize,avgintronsize
18573558,14,7,43226,1650,6175.142857
13644616,14,9,36268,1650,4029.777778
18549435,6,7,3690,1650,527.1428571
18562680,1,9,82004,1650,9111.555556
18567245,1,11,55463,1650,5042.090909
18595171,1,11,92035,1650,8366.818182
14758036,18,0,0,1647,0
14249526,3,2,15987,1647,7993.5
16751923,2,1,1159,1647,1159
18544236,1,7,21443,1647,3063.285714
17440870,1,9,8296,1647,921.7777778
14747761,15,11,16854,1644,1532.181818
14767497,13,14,24755,1644,1768.214286
18569987,8,14,116348,1644,8310.571429
14746694,5,0,0,1644,0
14769620,2,0,0,1644,0
14778275,18,10,23304,1641,2330.4
18582659,7,3,57120,1641,19040
18560592,6,1,30537,1641,30537
18575553,4,8,36666,1641,4583.25
18555582,3,7,18020,1641,2574.285714
18566392,1,7,20852,1641,2978.857143
14756403,14,10,76067,1638,7606.7
18561382,12,15,300974,1638,20064.93333
18129690,3,7,25402,1638,3628.857143
18570843,3,12,59199,1638,4933.25
18561429,1,8,11861,1638,1482.625
18572819,1,10,128262,1638,12826.2
13384602,16,10,172842,1635,17284.2
18572895,14,2,12175,1635,6087.5
18571810,13,12,136811,1635,11400.91667
4505601,7,13,95735,1635,7364.230769
18552155,5,14,10820,1635,772.8571429
17474262,4,0,0,1635,0
13540602,17,3,10857,1632,3619
11418473,14,3,40083,1632,13361
11425382,13,10,73822,1632,7382.2
18603693,10,4,169510,1632,42377.5
18594213,9,0,0,1632,0
18588080,7,12,24474,1632,2039.5
18575154,3,5,7299,1632,1459.8
13633316,3,8,22902,1632,2862.75
18550567,2,9,41979,1632,4664.333333
18599249,2,11,36694,1632,3335.818182
17467161,1,12,51221,1632,4268.416667
14728212,19,12,28996,1629,2416.333333
14773421,15,9,20111,1629,2234.555556
17440040,3,10,47242,1629,4724.2
17447188,2,5,1114,1629,222.8
18570408,2,8,11971,1629,1496.375
17484985,1,0,0,1629,0
16163041,19,15,56559,1626,3770.6
18590066,8,3,8696,1626,2898.666667
14738051,7,7,144681,1626,20668.71429
4504655,6,9,32618,1626,3624.222222
14728207,6,12,92967,1626,7747.25
14776500,2,10,10160,1626,1016
17465192,1,6,45658,1626,7609.666667
18589459,1,10,91595,1626,9159.5
4505441,14,7,72966,1623,10423.71429
18602304,13,14,82256,1623,5875.428571
18556752,4,13,173663,1623,13358.69231
11430332,2,0,0,1623,0
18554796,1,10,135777,1623,13577.7
18571719,1,11,5456,1623,496
10863987,1,11,6613,1623,601.1818182
13643723,1,12,91259,1623,7604.916667
7662140,18,2,5837,1620,2918.5
13399332,12,3,3592,1620,1197.333333
16192074,8,9,48812,1620,5423.555556
14785403,8,14,16218,1620,1158.428571
18602820,4,2,5325,1620,2662.5
14150003,3,7,36597,1620,5228.142857
18598069,3,12,93821,1620,7818.416667
18567963,1,10,192932,1620,19293.2
18555837,19,11,74043,1617,6731.181818
18590025,18,3,2908,1617,969.3333333
16160929,17,13,60234,1617,4633.384615
14761326,12,4,13172,1617,3293
16163871,12,4,13197,1617,3299.25
17461624,12,7,42227,1617,6032.428571
17447343,12,14,145560,1617,10397.14286
14042972,11,0,0,1617,0
11141869,11,7,17608,1617,2515.428571
14249622,9,7,7221,1617,1031.571429
18549556,8,11,20863,1617,1896.636364
14779793,7,1,8285,1617,8285
16159428,6,7,59184,1617,8454.857143
18558530,5,14,253750,1617,18125
11422206,3,3,8204,1617,2734.666667
10863961,3,6,139316,1617,23219.33333
18604725,3,11,30968,1617,2815.272727
18552078,3,12,66184,1617,5515.333333
18573752,2,3,4478,1617,1492.666667
18571118,3,4,19293,1614,4823.25
11418581,19,12,41412,1611,3451
18602183,15,3,39513,1611,13171
18575873,15,6,52616,1611,8769.333333
17483124,13,11,75843,1611,6894.818182
18550982,8,0,0,1611,0
18556465,8,2,3496,1611,1748
14763129,8,13,25871,1611,1990.076923
13632652,6,0,0,1611,0
18584282,2,10,8065,1611,806.5
18592123,1,11,45666,1611,4151.454545
18587479,1,12,71267,1611,5938.916667
13645689,19,0,0,1608,0
7657056,18,5,30485,1608,6097
18564437,7,4,237829,1608,59457.25
18555339,7,10,88945,1608,8894.5
16163767,5,4,35211,1608,8802.75
18548000,5,11,8676,1608,788.7272727
18602621,2,3,32812,1608,10937.33333
18579870,2,7,105540,1608,15077.14286
18591607,1,3,13277,1608,4425.666667
18561130,1,10,37735,1608,3773.5
18580848,9,11,51003,1605,4636.636364
17484926,5,1,205,1605,205
13651861,5,3,5449,1605,1816.333333
14784548,4,5,5198,1605,1039.6
11434675,18,9,3805,1602,422.7777778
4503761,16,7,36555,1602,5222.142857
13443026,16,11,53996,1602,4908.727273
9507121,16,18,60339,1602,3352.166667
7657629,12,15,2862,1602,190.8
18158463,6,8,31190,1602,3898.75
4506591,5,13,18554,1602,1427.230769
15321343,2,3,26073,1602,8691
13630173,2,19,42972,1602,2261.684211
14772839,19,7,26090,1599,3727.142857
12383082,17,3,5012,1599,1670.666667
14760084,13,3,6003,1599,2001
12737998,12,2,2023,1599,1011.5
18598492,11,11,4167,1599,378.8181818
18602218,10,3,15456,1599,5152
18584138,10,15,86932,1599,5795.466667
4506991,9,0,0,1599,0
18601423,9,9,151517,1599,16835.22222
18549638,6,0,0,1599,0
7108336,1,0,0,1599,0
18550013,1,9,50369,1599,5596.555556
18567428,1,9,89160,1599,9906.666667
18557048,1,13,130849,1599,10065.30769
11545757,18,18,15174,1596,843
7661690,17,10,11702,1596,1170.2
4505165,16,0,0,1596,0
11425841,15,10,18642,1596,1864.2
15319118,9,12,124893,1596,10407.75
14738301,8,0,0,1596,0
18589763,8,5,38636,1596,7727.2
18591332,1,2,10312,1596,5156
14768895,1,2,10275,1596,5137.5
18594845,17,0,0,1593,0
4503811,12,0,0,1593,0
16160990,8,6,73698,1593,12283
11420408,8,8,27732,1593,3466.5
18545898,6,11,9741,1593,885.5454545
18588241,3,7,25835,1593,3690.714286
17466088,2,0,0,1593,0
17436756,1,0,0,1593,0
17452299,1,1,448,1593,448
18571908,1,13,324354,1593,24950.30769
4557425,13,9,37903,1590,4211.444444
18591470,9,11,6065,1590,551.3636364
13376072,7,7,19749,1590,2821.285714
18599811,5,2,442,1590,221
14759690,5,4,28614,1590,7153.5
16164686,3,0,0,1590,0
13648556,2,0,0,1590,0
17453008,1,5,40112,1590,8022.4
18588630,1,7,179216,1590,25602.28571
18599233,15,10,81286,1587,8128.6
13376402,8,10,6935,1587,693.5
18550097,2,10,1380,1587,138
18592125,2,11,73528,1587,6684.363636
18599975,1,2,8296,1587,4148
18591710,1,7,6005,1587,857.8571429
17475416,1,7,71908,1587,10272.57143
14776955,17,12,21259,1584,1771.583333
16418383,12,4,1623,1584,405.75
18603651,8,0,0,1584,0
17441569,7,2,7300,1584,3650
7657697,5,8,48021,1584,6002.625
14731840,2,5,56699,1584,11339.8
17481871,1,10,36219,1584,3621.9
17455979,18,8,120475,1581,15059.375
11141891,12,13,11196,1581,861.2307692
14784631,9,9,65937,1581,7326.333333
18594177,7,2,886,1581,443
11420867,6,2,2790,1581,1395
18570229,4,8,44818,1581,5602.25
14726669,2,6,8004,1581,1334
17439155,1,9,12261,1581,1362.333333
16178187,5,14,30520,1580,2180
11345464,3,16,72843,1580,4552.6875
15310934,12,10,114254,1578,11425.4
13652359,11,7,3974,1578,567.7142857
17446378,3,0,0,1578,0
17999520,3,1,2339,1578,2339
18585335,3,4,7303,1578,1825.75
18550603,2,5,12600,1578,2520
18559663,2,11,125261,1578,11387.36364
18585881,2,11,27215,1578,2474.090909
18576698,1,5,19689,1578,3937.8
4557851,19,10,27213,1575,2721.3
7657363,17,11,62980,1575,5725.454545
18590679,16,8,8988,1575,1123.5
18567017,13,3,30061,1575,10020.33333
17445877,13,17,52859,1575,3109.352941
14778169,8,5,3679,1575,735.8
18604180,4,6,20839,1575,3473.166667
18593727,3,8,23461,1575,2932.625
18581798,1,5,5120,1575,1024
14772132,19,9,35204,1572,3911.555556
18560173,18,6,35485,1572,5914.166667
18579797,14,9,69184,1572,7687.111111
18578047,10,11,3042,1572,276.5454545
18583533,7,8,62260,1572,7782.5
9790235,7,10,15261,1572,1526.1
18549646,5,0,0,1572,0
17441641,5,8,43895,1572,5486.875
17486185,3,0,0,1572,0
4759118,3,4,7661,1572,1915.25
18548680,3,14,19192,1572,1370.857143
18598209,1,7,1453,1572,207.5714286
14730129,18,0,0,1569,0
4505487,14,7,48011,1569,6858.714286
11421837,12,3,3828,1569,1276
18552699,11,0,0,1569,0
18597968,6,2,3704,1569,1852
18554967,4,0,0,1569,0
18585424,2,8,12067,1569,1508.375
18561463,2,9,145639,1569,16182.11111
18545562,1,3,663,1569,221
17489320,1,5,39896,1569,7979.2
4507147,3,14,19007,1567,1357.642857
14916488,18,8,41756,1566,5219.5
18585265,16,15,16543,1566,1102.866667
15297115,15,13,319376,1566,24567.38462
10190686,14,4,15403,1566,3850.75
13569924,11,0,0,1566,0
13652207,7,8,11100,1566,1387.5
18547593,2,6,7987,1566,1331.166667
17452904,1,8,52538,1566,6567.25
18602140,1,8,31760,1566,3970
18600454,1,10,46959,1566,4695.9
10047084,15,2,2127,1563,1063.5
18570319,15,12,46766,1563,3897.166667
17865814,12,6,12033,1563,2005.5
13435391,9,11,17300,1563,1572.727273
10092592,7,11,8495,1563,772.2727273
14767705,5,11,16429,1563,1493.545455
18603096,1,6,62928,1563,10488
4502537,1,13,258413,1563,19877.92308
6005737,15,11,12201,1562,1109.181818
18574153,19,6,50941,1560,8490.166667
13375762,19,10,41932,1560,4193.2
18591430,16,2,57778,1560,28889
17443890,8,4,2702,1560,675.5
17462870,4,2,94,1560,47
11427701,3,3,11290,1560,3763.333333
18554144,1,9,86400,1560,9600
18575840,1,10,102583,1560,10258.3
10835045,18,12,108920,1557,9076.666667
18574265,17,11,200696,1557,18245.09091
18595962,8,3,12407,1557,4135.666667
18580532,8,4,18182,1557,4545.5
14770692,4,0,0,1557,0
14763617,2,7,46824,1557,6689.142857
17483027,1,4,6515,1557,1628.75
18554963,18,14,123926,1554,8851.857143
15296752,15,19,193823,1554,10201.21053
17485041,10,2,2674,1554,1337
13376349,10,8,11098,1554,1387.25
4557461,5,11,7564,1554,687.6363636
17461454,3,4,22713,1554,5678.25
18550323,2,5,29499,1554,5899.8
14736691,19,0,0,1551,0
14744627,18,13,25059,1551,1927.615385
18574877,16,10,48516,1551,4851.6
13376134,8,9,40765,1551,4529.444444
17461538,5,3,10052,1551,3350.666667
18603224,4,4,13658,1551,3414.5
13631950,4,4,13655,1551,3413.75
18545521,4,11,47715,1551,4337.727273
18545312,3,4,3003,1551,750.75
11416194,2,1,353,1551,353
18550045,2,4,10917,1551,2729.25
18600926,1,7,44521,1551,6360.142857
18545245,1,9,40661,1551,4517.888889
14776061,16,8,21069,1548,2633.625
14720961,11,0,0,1548,0
6005772,8,2,117351,1548,58675.5
18604023,2,7,22826,1548,3260.857143
14750859,14,11,20126,1545,1829.636364
14149981,10,6,542512,1545,90418.66667
18597363,6,9,92800,1545,10311.11111
14786394,5,10,14876,1545,1487.6
17455719,3,9,284721,1545,31635.66667
18581191,1,4,14325,1545,3581.25
11641273,18,9,3167,1542,351.8888889
4502425,12,6,151858,1542,25309.66667
4759312,11,6,29366,1542,4894.333333
11545845,5,9,12418,1542,1379.777778
18602794,4,0,0,1542,0
4503199,14,5,1080,1539,216
18580043,14,12,52826,1539,4402.166667
18570157,11,15,100395,1539,6693
18599793,8,9,19333,1539,2148.111111
14732097,4,15,96585,1539,6439
14722655,3,9,251038,1539,27893.11111
9845285,1,5,14079,1539,2815.8
18557138,1,8,29827,1539,3728.375
18546770,1,8,46939,1539,5867.375
18561124,1,11,90904,1539,8264
14777215,19,10,2386,1536,238.6
15082244,18,1,8554,1536,8554
14727298,15,11,18219,1536,1656.272727
4826786,9,1,35084,1536,35084
14767849,6,6,157385,1536,26230.83333
18580186,4,6,27466,1536,4577.666667
13629310,3,11,17164,1536,1560.363636
17482698,2,3,23576,1536,7858.666667
18587165,16,0,0,1533,0
16716339,16,8,15119,1533,1889.875
4504713,7,0,0,1533,0
17447916,5,3,37960,1533,12653.33333
18579285,3,4,36261,1533,9065.25
14771345,16,2,1470,1530,735
17449911,9,8,12296,1530,1537
13647849,6,1,832,1530,832
18595051,6,1,9412,1530,9412
4507011,3,10,3185,1530,318.5
18587578,3,11,53647,1530,4877
18595147,2,1,16,1530,16
18580406,1,9,59364,1530,6596
10880975,17,4,28362,1527,7090.5
14249222,16,12,31723,1527,2643.583333
18576293,15,12,548544,1527,45712
18588153,7,6,48251,1527,8041.833333
17489401,7,10,32220,1527,3222
5730057,4,4,4406,1527,1101.5
13899221,3,12,27584,1527,2298.666667
18576410,1,5,12019,1527,2403.8
14141726,18,1,1703,1524,1703
8923733,16,9,5533,1524,614.7777778
11559925,16,9,67748,1524,7527.555556
10863885,14,6,123217,1524,20536.16667
13375860,13,3,31687,1524,10562.33333
18554869,16,8,20769,1521,2596.125
18580587,16,9,118529,1521,13169.88889
17448015,16,9,117511,1521,13056.77778
15303928,13,16,75867,1521,4741.6875
18574255,7,14,61511,1521,4393.642857
18577007,4,6,62972,1521,10495.33333
18556987,3,6,63766,1521,10627.66667
13376570,3,9,19035,1521,2115
13648903,1,3,41411,1521,13803.66667
18573544,1,4,2315,1521,578.75
18546757,1,7,44965,1521,6423.571429
14740106,1,9,295787,1521,32865.22222
18594908,1,12,84426,1521,7035.5
4758420,5,4,6287,1520,1571.75
4757720,18,8,40867,1518,5108.375
14739102,14,13,16162,1518,1243.230769
12751485,13,3,7978,1518,2659.333333
18595573,12,7,102540,1518,14648.57143
14150045,10,14,21987,1518,1570.5
18574222,4,9,51438,1518,5715.333333
18589222,3,3,16438,1518,5479.333333
18553766,3,9,125091,1518,13899
17452841,2,6,48986,1518,8164.333333
18550925,2,11,67875,1518,6170.454545
4503787,1,7,116395,1518,16627.85714
18560570,1,7,67593,1518,9656.142857
18596367,1,8,59414,1518,7426.75
17463176,1,9,64691,1518,7187.888889
4508015,16,4,3374,1515,843.5
14916457,16,11,38634,1515,3512.181818
18563862,14,4,12019,1515,3004.75
14755637,14,7,118942,1515,16991.71429
8923075,12,11,57666,1515,5242.363636
5870893,12,14,4490,1515,320.7142857
4557779,11,2,15176,1515,7588
14749536,11,5,7119,1515,1423.8
7019529,4,3,2977,1515,992.3333333
18601439,3,11,141520,1515,12865.45455
17481822,2,1,39495,1515,39495
12383060,2,12,36395,1515,3032.916667
18593314,1,9,60647,1515,6738.555556
13654781,17,11,38807,1512,3527.909091
13627719,16,9,96333,1512,10703.66667
18567487,14,16,78969,1512,4935.5625
18552870,13,6,97308,1512,16218
14776143,12,11,44165,1512,4015
4759226,11,8,42605,1512,5325.625
15300262,9,8,3955,1512,494.375
18602823,5,11,88933,1512,8084.818182
17486556,1,0,0,1512,0
18567083,1,6,29396,1512,4899.333333
14781925,13,4,8339,1509,2084.75
14731730,6,9,48757,1509,5417.444444
18579485,4,9,44143,1509,4904.777778
14783260,1,0,0,1509,0
18604145,1,0,0,1509,0
18599303,1,8,172641,1509,21580.125
17485047,1,9,64902,1509,7211.333333
18578414,1,14,138310,1509,9879.285714
18586641,16,13,74829,1506,5756.076923
14751371,15,9,329715,1506,36635
4503969,13,1,2498,1506,2498
16163918,11,10,48415,1506,4841.5
17443972,8,0,0,1506,0
17456888,7,0,0,1506,0
18561651,6,12,40016,1506,3334.666667
4885237,5,0,0,1506,0
17437673,5,2,155044,1506,77522
13639013,3,3,1036,1506,345.3333333
14722732,3,6,49647,1506,8274.5
18594269,2,1,7,1506,7
14732785,1,0,0,1506,0
9055236,7,6,10274,1505,1712.333333
14746766,18,13,35206,1503,2708.153846
17487486,18,14,44216,1503,3158.285714
7657289,6,2,4802,1503,2401
5729796,5,14,40835,1503,2916.785714
18559185,4,1,167,1503,167
17402888,4,4,19755,1503,4938.75
14786311,4,9,58712,1503,6523.555556
5453936,1,0,0,1503,0
17483031,1,3,1958,1503,652.6666667
18571844,1,5,36436,1503,7287.2
14784693,1,7,59042,1503,8434.571429
18560119,1,12,137719,1503,11476.58333
18589921,17,2,3277,1500,1638.5
13628762,8,10,34780,1500,3478
7705582,7,2,13529,1500,6764.5
16163580,5,3,25257,1500,8419
18569415,2,0,0,1500,0
17456342,1,6,10807,1500,1801.166667
15451759,2,2,65674,1499,32837
18572831,18,4,18921,1497,4730.25
8922481,13,14,34441,1497,2460.071429
17466086,1,4,1522,1497,380.5
18578694,1,8,42572,1497,5321.5
9966791,14,5,5060,1496,1012
15150801,3,2,16882,1495,8441
14775397,14,13,66679,1494,5129.153846
18577670,11,2,9975,1494,4987.5
16933530,11,6,1888,1494,314.6666667
16160104,11,9,308703,1494,34300.33333
13649024,8,5,20035,1494,4007
8922820,5,10,24764,1494,2476.4
14211887,2,7,53973,1494,7710.428571
18585074,2,9,45502,1494,5055.777778
18590218,19,5,7064,1491,1412.8
14751122,19,8,58791,1491,7348.875
18582899,17,6,10764,1491,1794
18570102,13,10,1266,1491,126.6
17440413,9,7,8494,1491,1213.428571
4505111,9,7,8493,1491,1213.285714
13635782,5,4,13439,1491,3359.75
4826974,4,10,10686,1491,1068.6
14720057,4,10,10685,1491,1068.5
18543762,4,10,10688,1491,1068.8
16173580,4,10,10689,1491,1068.9
18557669,4,12,113346,1491,9445.5
18580291,3,6,55603,1491,9267.166667
18558392,2,3,225,1491,75
18546093,2,6,12882,1491,2147
18585129,2,10,41345,1491,4134.5
18588008,1,8,44285,1491,5535.625
15284298,15,0,0,1488,0
6912666,15,10,57341,1488,5734.1
17482319,13,7,4941,1488,705.8571429
14768856,12,0,0,1488,0
11423489,11,1,1154,1488,1154
18591192,8,3,3260,1488,1086.666667
11525742,6,0,0,1488,0
13236528,5,0,0,1488,0
15319252,2,0,0,1488,0
17439791,1,9,3363,1488,373.6666667
4503215,19,8,5162,1485,645.25
14770335,19,13,83623,1485,6432.538462
4758614,18,10,261355,1485,26135.5
18602782,12,8,5047,1485,630.875
13637683,8,0,0,1485,0
14734590,8,7,36360,1485,5194.285714
4757982,3,5,13778,1485,2755.6
18576309,3,10,33259,1485,3325.9
13699809,2,8,6001,1485,750.125
18585139,2,10,94759,1485,9475.9
14766461,1,0,0,1485,0
18597517,1,10,67768,1485,6776.8
10864039,5,1,3643,1484,3643
4885347,9,12,72739,1483,6061.583333
11426946,8,11,2868,1482,260.7272727
18546514,3,12,9429,1482,785.75
17442891,2,4,2196,1482,549
18600436,2,10,33148,1482,3314.8
18592601,2,11,75497,1482,6863.363636
18588566,1,3,20060,1482,6686.666667
18561157,1,7,30377,1482,4339.571429
17444513,1,7,12269,1482,1752.714286
18548982,1,9,153828,1482,17092
18568564,12,8,317379,1479,39672.375
18573146,10,8,109650,1479,13706.25
4557603,7,8,195475,1479,24434.375
4501923,6,15,52556,1479,3503.733333
18566308,3,4,16027,1479,4006.75
17435299,3,9,78701,1479,8744.555556
18548191,2,2,1235,1479,617.5
18602943,2,10,32267,1479,3226.7
18586979,2,12,217612,1479,18134.33333
18590043,1,5,16574,1479,3314.8
17446161,1,5,25275,1479,5055
17434140,1,9,18428,1479,2047.555556
14750830,13,9,15199,1476,1688.777778
13644708,10,5,13549,1476,2709.8
16172558,5,0,0,1476,0
18590084,4,8,10434,1476,1304.25
18549740,3,1,10542,1476,10542
7949031,2,8,24062,1476,3007.75
18586037,2,8,13645,1476,1705.625
14149767,15,9,73783,1473,8198.111111
13994250,13,6,26189,1473,4364.833333
14778978,11,6,8574,1473,1429
14149819,9,9,121672,1473,13519.11111
14786653,7,12,134682,1473,11223.5
18563330,4,5,22416,1473,4483.2
17436147,2,8,24724,1473,3090.5
18581895,1,8,76872,1473,9609
18600050,1,8,9942,1473,1242.75
18601723,19,5,39419,1470,7883.8
17454788,19,9,4321,1470,480.1111111
14784058,14,6,4244,1470,707.3333333
12742106,13,0,0,1470,0
18590910,13,5,1295,1470,259
14746388,9,0,0,1470,0
14738204,6,8,119504,1470,14938
5803066,5,8,5119,1470,639.875
18571750,5,12,33046,1470,2753.833333
14753915,2,12,40471,1470,3372.583333
17460859,1,3,682,1470,227.3333333
16159158,13,3,16380,1467,5460
4507975,7,0,0,1467,0
17433457,7,7,17676,1467,2525.142857
18603797,5,5,27498,1467,5499.6
4758872,19,4,27695,1465,6923.75
7657665,19,4,670,1464,167.5
7657591,18,11,36473,1464,3315.727273
14757819,14,5,11470,1464,2294
18545685,9,8,27583,1464,3447.875
12007648,7,6,30187,1464,5031.166667
18557756,1,5,70230,1464,14046
18544887,1,7,41783,1464,5969
18544261,1,15,5498,1464,366.5333333
18560649,18,11,69675,1461,6334.090909
14149686,14,14,43045,1461,3074.642857
18575649,14,16,121364,1461,7585.25
9845240,13,0,0,1461,0
18603039,12,0,0,1461,0
13636432,7,1,402,1461,402
18577541,6,3,25002,1461,8334
18574387,6,7,28628,1461,4089.714286
11321565,5,7,18074,1461,2582
14720025,5,18,46944,1461,2608
18576374,3,5,27974,1461,5594.8
17452917,1,6,17924,1461,2987.333333
18563034,1,7,66388,1461,9484
18605264,8,6,68371,1458,11395.16667
18603787,4,5,3782,1458,756.4
18589909,3,0,0,1458,0
14767567,3,0,0,1458,0
17450883,3,8,793,1458,99.125
18573160,2,2,10256,1458,5128
17474970,2,2,628,1458,314
18580583,1,4,87075,1458,21768.75
17465837,1,10,41705,1458,4170.5
14916453,12,7,16780,1455,2397.142857
11863130,10,4,8978,1455,2244.5
18590872,2,11,45112,1455,4101.090909
15295807,1,0,0,1455,0
18573436,1,2,83842,1455,41921
18590408,9,2,5098,1452,2549
18588587,3,6,56668,1452,9444.666667
14759891,2,4,7086,1452,1771.5
18591400,1,3,740,1452,246.6666667
17434570,1,5,1024,1452,204.8
4758724,1,9,44765,1452,4973.888889
18594451,1,9,92883,1452,10320.33333
18599370,15,11,48389,1449,4399
14721192,14,4,8452,1449,2113
18590719,7,3,76242,1449,25414
14729304,3,3,5366,1449,1788.666667
18583966,3,8,30471,1449,3808.875
18561284,3,10,65336,1449,6533.6
18604905,1,6,48546,1449,8091
18564370,1,11,109777,1449,9979.727273
9506623,17,13,47688,1446,3668.307692
18583170,16,4,54207,1446,13551.75
18552953,14,2,2958,1446,1479
18581612,13,10,24919,1446,2491.9
17196626,11,8,21041,1446,2630.125
18557912,9,10,50243,1446,5024.3
4504539,7,2,13806,1446,6903
11421016,6,2,7440,1446,3720
18576464,6,9,111998,1446,12444.22222
18598756,6,12,74701,1446,6225.083333
16519537,5,12,31102,1446,2591.833333
12007646,1,1,25566,1446,25566
18586292,19,4,12168,1443,3042
18600950,13,9,214704,1443,23856
14780314,8,7,255336,1443,36476.57143
18568789,5,8,94680,1443,11835
14759250,4,0,0,1443,0
14760139,4,0,0,1443,0
14723064,4,0,0,1443,0
18562796,4,5,31960,1443,6392
18563071,1,8,45620,1443,5702.5
18586111,1,11,87081,1443,7916.454545
10835077,18,0,0,1440,0
14744398,17,8,31576,1440,3947
18590234,13,10,3548,1440,354.8
17446807,13,11,34346,1440,3122.363636
18601411,9,11,50596,1440,4599.636364
14726916,9,14,59355,1440,4239.642857
16162741,8,0,0,1440,0
18564116,5,4,5183,1440,1295.75
14760088,4,0,0,1440,0
17436977,3,1,22069,1440,22069
10880129,3,3,113756,1440,37918.66667
18586072,1,4,813,1440,203.25
17476486,1,6,6904,1440,1150.666667
18582667,1,8,86100,1440,10762.5
5802972,19,8,60147,1437,7518.375
4826740,11,2,10708,1437,5354
7019341,11,6,24264,1437,4044
18602613,10,6,33559,1437,5593.166667
16193855,7,0,0,1437,0
6912372,6,0,0,1437,0
18545325,3,2,2424,1437,1212
18545343,3,2,2418,1437,1209
11425265,2,4,10835,1437,2708.75
18588072,1,9,41577,1437,4619.666667
15150803,1,9,9549,1437,1061
11034849,17,2,5507,1434,2753.5
17463509,17,18,42479,1434,2359.944444
14748554,14,11,91775,1434,8343.181818
7705825,13,5,5448,1434,1089.6
14782759,4,0,0,1434,0
18573305,4,5,72433,1434,14486.6
4557265,2,0,0,1434,0
18554845,2,6,28312,1434,4718.666667
18573158,2,7,88857,1434,12693.85714
4503391,1,0,0,1434,0
17483583,1,8,5262,1434,657.75
14770215,18,9,8386,1431,931.7777778
14740085,15,1,1394,1431,1394
18545869,14,3,17253,1431,5751
14196445,11,10,16481,1431,1648.1
14739431,7,10,8588,1431,858.8
18580223,6,8,36048,1431,4506
7706691,6,9,181608,1431,20178.66667
14768149,4,4,2465,1431,616.25
18557483,3,3,1276,1431,425.3333333
18565698,1,11,175932,1431,15993.81818
14750020,13,10,76502,1428,7650.2
18587625,10,10,3154,1428,315.4
17489129,7,9,11374,1428,1263.777778
17459595,6,3,5033,1428,1677.666667
18573439,2,3,9498,1428,3166
18570247,2,11,43799,1428,3981.727273
17446532,1,5,13428,1428,2685.6
13630696,17,8,112099,1425,14012.375
18573059,16,3,103438,1425,34479.33333
18556585,13,11,55219,1425,5019.909091
18570033,12,8,41740,1425,5217.5
14249324,11,5,16976,1425,3395.2
14755456,8,0,0,1425,0
14757773,8,14,54470,1425,3890.714286
18600194,5,11,83842,1425,7622
12738831,3,2,1348,1425,674
12738834,3,2,1349,1425,674.5
18570245,3,10,139237,1425,13923.7
17454882,2,5,19048,1425,3809.6
18575419,2,7,48504,1425,6929.142857
18563596,2,8,43683,1425,5460.375
16161052,1,0,0,1425,0
17452831,1,2,5453,1425,2726.5
13639644,1,6,59599,1425,9933.166667
17456269,1,11,2501,1425,227.3636364
14783973,15,2,2898,1422,1449
4502557,12,10,258581,1422,25858.1
14750532,9,9,37131,1422,4125.666667
14042982,7,8,67576,1422,8447
17466744,4,2,17460,1422,8730
18591609,4,4,29670,1422,7417.5
18544692,4,9,40134,1422,4459.333333
17472247,2,12,641455,1422,53454.58333
18574368,1,10,24779,1422,2477.9
18559253,19,9,89194,1419,9910.444444
17459123,13,11,173398,1419,15763.45455
16157282,12,10,14075,1419,1407.5
4826980,9,8,68285,1419,8535.625
11056048,6,1,12587,1419,12587
18562238,6,5,74707,1419,14941.4
18565498,5,11,199809,1419,18164.45455
17487442,4,12,38070,1419,3172.5
18603346,2,0,0,1419,0
18555692,2,4,3865,1419,966.25
18576402,2,5,31938,1419,6387.6
18573365,2,9,37159,1419,4128.777778
18557606,1,3,11874,1419,3958
17483276,1,5,7731,1419,1546.2
18598055,1,6,31427,1419,5237.833333
17459285,1,7,18193,1419,2599
18564142,1,7,89301,1419,12757.28571
18598633,18,5,2394,1416,478.8
4503757,18,7,21838,1416,3119.714286
4505209,10,9,10021,1416,1113.444444
18604229,8,9,78563,1416,8729.222222
14757797,7,2,59658,1416,29829
18572334,5,7,12850,1416,1835.714286
18578266,4,0,0,1416,0
13124894,3,6,2328,1416,388
18576937,2,4,18710,1416,4677.5
18548510,2,6,47415,1416,7902.5
18588155,2,9,32235,1416,3581.666667
14738149,2,14,523518,1416,37394.14286
18544707,1,0,0,1416,0
4505745,1,13,59215,1416,4555
14726886,12,2,4628,1413,2314
17449796,7,5,14174,1413,2834.8
14916433,7,9,83812,1413,9312.444444
13540565,6,2,6237,1413,3118.5
8923126,5,8,84948,1413,10618.5
7657319,5,13,19421,1413,1493.923077
18543986,4,9,49262,1413,5473.555556
18570894,2,3,14458,1413,4819.333333
17475316,2,5,8394,1413,1678.8
18566605,2,9,18525,1413,2058.333333
17487310,1,9,57920,1413,6435.555556
18555589,1,10,129843,1413,12984.3
18578418,1,11,99905,1413,9082.272727
18546547,18,4,29965,1410,7491.25
18599886,18,9,22496,1410,2499.555556
11449812,17,13,32028,1410,2463.692308
17464703,15,13,520170,1410,40013.07692
18586673,14,8,79272,1410,9909
14749463,9,5,38781,1410,7756.2
17647225,6,7,13931,1410,1990.142857
18594786,4,0,0,1410,0
18548877,2,4,51105,1410,12776.25
